과제,조모임,학점 비율,출결,시험 횟수,name,prof
많음,없음,비율 채워줌,직접호명,두 번,중급회계입문,황규영
없음,없음,학점느님,직접호명,두 번,경영통계,한아름
보통,없음,비율 채워줌,혼용,두 번,경영정보학원론,진동욱
없음,없음,학점느님,반영안함,두 번,원가회계,고광진
보통,없음,매우 깐깐함,직접호명,두 번,경영의사결정론,박재신
없음,없음,학점느님,직접호명,두 번,중급회계입문,임병문
없음,없음,비율 채워줌,직접호명,두 번,반도체공학I,김대환
보통,없음,학점느님,직접호명,한 번,전자회로실험I,김대정
보통,없음,비율 채워줌,직접호명,한 번,전자회로실험I,민경식
보통,없음,비율 채워줌,직접호명,두 번,통신공학I,박영일
보통,보통,학점느님,직접호명,두 번,통신공학I,장영민
보통,없음,매우 깐깐함,직접호명,두 번,통신공학I,장병준
보통,없음,비율 채워줌,혼용,두 번,컴퓨터구조,최선웅
보통,없음,비율 채워줌,직접호명,두 번,전력변환회로,노정욱
없음,없음,비율 채워줌,전자출결,두 번,수학의응용및연습,김현수
많음,많음,비율 채워줌,직접호명,한 번,공학설계,안현식
보통,많음,비율 채워줌,직접호명,한 번,공학설계,박영일
많음,보통,매우 깐깐함,직접호명,한 번,공학설계,정일엽
보통,없음,비율 채워줌,직접호명,세 번,제어공학I,안현식
보통,없음,비율 채워줌,직접호명,두 번,제어공학I,문찬우
없음,없음,비율 채워줌,직접호명,두 번,제어공학I,장혁준
많음,없음,비율 채워줌,직접호명,두 번,아날로그집적회로,민경식
보통,없음,비율 채워줌,직접호명,두 번,무선통신시스템,채형일
없음,보통,매우 깐깐함,직접호명,없음,전자공학종합설계I,오정헌
보통,없음,비율 채워줌,직접호명,두 번,과학과소프트웨어적사고,윤상민
보통,보통,학점느님,직접호명,두 번,소프트웨어프로젝트Ⅰ,박민근
보통,없음,비율 채워줌,직접호명,두 번,소프트웨어프로젝트Ⅰ,한재일
많음,없음,매우 깐깐함,직접호명,없음,자동차융합실험I,신성환
보통,보통,비율 채워줌,직접호명,두 번,자동차공학기초,김중희
보통,많음,매우 깐깐함,직접호명,두 번,자동차인간공학,양지현
없음,없음,학점느님,직접호명,두 번,차량용임베디드시스템및실습,김종찬
보통,보통,학점느님,직접호명,두 번,글쓰기,권철호
많음,많음,비율 채워줌,직접호명,한 번,글쓰기,장현
보통,없음,학점느님,직접호명,없음,글쓰기(공학인증),이근세
많음,많음,비율 채워줌,직접호명,없음,글쓰기(공학인증),이진랑
보통,보통,비율 채워줌,직접호명,한 번,글쓰기(공학인증),권철호
보통,없음,비율 채워줌,직접호명,한 번,글쓰기(공학인증),이유미
보통,없음,학점느님,직접호명,두 번,글쓰기(공학인증),여봉수
보통,보통,비율 채워줌,직접호명,두 번,English Reading I,박혜정
보통,없음,매우 깐깐함,직접호명,두 번,English Reading I,이자원
없음,보통,매우 깐깐함,직접호명,두 번,English Reading I,박현정
없음,없음,학점느님,혼용,두 번,English Conversation I,캐빈워
없음,없음,학점느님,직접호명,두 번,English Conversation I(ABEEK),로버트스미스
보통,보통,비율 채워줌,직접호명,두 번,English Conversation I(ABEEK),제임스 커버트
보통,보통,학점느님,직접호명,두 번,English Conversation I(ABEEK),트레이 트리풀
보통,없음,비율 채워줌,직접호명,두 번,디지털드로잉,천혜영
없음,없음,학점느님,직접호명,없음,디지털드로잉,조성형
많음,없음,매우 깐깐함,혼용,없음,디지털드로잉,김남훈
많음,없음,비율 채워줌,직접호명,두 번,건축수학,이호중
보통,보통,학점느님,직접호명,한 번,일반물리실험I(공학인증),송현석
보통,없음,학점느님,직접호명,한 번,일반물리실험I(공학인증),고용규
보통,없음,비율 채워줌,직접호명,두 번,일반물리I(공학인증),이경미
보통,보통,비율 채워줌,지정좌석,한 번,일반화학실험I(공학인증),정상택
보통,보통,비율 채워줌,직접호명,한 번,일반화학실험I(공학인증),박규순
많음,없음,비율 채워줌,직접호명,한 번,일반물리실험I(공학인증),최일수
보통,없음,비율 채워줌,직접호명,두 번,일반화학I(공학인증),장상목
보통,없음,비율 채워줌,직접호명,두 번,일반화학I(공학인증),오지혜
보통,없음,학점느님,직접호명,네 번 이상,공학기초수학(공학인증),임지현
보통,없음,비율 채워줌,직접호명,두 번,음악의이해,박현주
보통,없음,비율 채워줌,직접호명,두 번,음악의이해,서지수
보통,보통,비율 채워줌,직접호명,두 번,공연예술읽기(연극),고해종
보통,많음,F 폭격기,직접호명,한 번,공연예술읽기(연극),윤주희
보통,보통,비율 채워줌,직접호명,한 번,공연예술읽기(무용),이지선
보통,보통,비율 채워줌,직접호명,두 번,디자인의이해,정선아
보통,없음,비율 채워줌,직접호명,두 번,시민사회와법,정진석
보통,없음,비율 채워줌,직접호명,두 번,미디어와공동체,이범준
많음,많음,매우 깐깐함,직접호명,없음,소통과토론,류춘렬
많음,많음,비율 채워줌,직접호명,한 번,소통과토론,양선진
보통,없음,비율 채워줌,직접호명,두 번,시민사회와경제,이상아
없음,없음,비율 채워줌,직접호명,두 번,시민사회와경제,김인걸
보통,없음,매우 깐깐함,직접호명,두 번,시민사회와경제,최호상
보통,없음,매우 깐깐함,직접호명,한 번,논리와소통,박규철
보통,없음,비율 채워줌,직접호명,두 번,시민사회와정치,오창룡
없음,없음,비율 채워줌,직접호명,두 번,개인과사회,조정우
보통,없음,매우 깐깐함,직접호명,두 번,문명과세계화의도전,오창룡
보통,보통,비율 채워줌,직접호명,한 번,문명과세계화의도전,조정원
없음,없음,학점느님,직접호명,두 번,문명과세계화의도전,임동진
보통,없음,비율 채워줌,직접호명,한 번,리더십챌린지,김상수
보통,없음,비율 채워줌,직접호명,두 번,수학과문명,김재룡
보통,없음,비율 채워줌,전자출결,두 번,생명의이해,고광웅
없음,없음,학점느님,직접호명,두 번,불어,김종명
없음,없음,비율 채워줌,직접호명,두 번,영미단편소설강독,구은혜
보통,보통,매우 깐깐함,전자출결,한 번,영상을통한영어,이자원
보통,없음,비율 채워줌,직접호명,두 번,한국도시생활사(1880-2000),이정화
보통,보통,비율 채워줌,전자출결,두 번,증권투자의이해,민태흥
없음,없음,매우 깐깐함,직접호명,한 번,미래사회의이해,신지혜
보통,없음,학점느님,직접호명,한 번,북한역사의이해,박소영
보통,많음,매우 깐깐함,직접호명,한 번,과학기술논쟁과시민참여,김병수
보통,보통,학점느님,직접호명,두 번,국제관계의이해와통일,여현철
보통,없음,비율 채워줌,직접호명,두 번,생활속의환경오염,김동하
보통,없음,학점느님,직접호명,두 번,일반물리II(공학인증),명보라
보통,없음,비율 채워줌,직접호명,두 번,일반물리II(공학인증),김재욱
없음,없음,학점느님,직접호명,두 번,일반물리II(공학인증),정인승
보통,없음,비율 채워줌,직접호명,두 번,일반물리II(공학인증),조진기
보통,없음,비율 채워줌,직접호명,두 번,일반물리II,김재욱
보통,없음,비율 채워줌,직접호명,두 번,일반화학II(공학인증),이길선
보통,보통,학점느님,직접호명,두 번,일반물리실험II(공학인증),고용규
많음,보통,매우 깐깐함,직접호명,한 번,일반물리실험II(공학인증),최일수
보통,없음,학점느님,직접호명,한 번,일반물리실험II(공학인증),정인승
보통,없음,비율 채워줌,직접호명,한 번,일반물리실험II,황종승
많음,없음,비율 채워줌,직접호명,한 번,일반물리실험II,조진기
많음,많음,비율 채워줌,직접호명,한 번,일반화학실험II(공학인증),이길선
보통,보통,비율 채워줌,직접호명,한 번,건축학개론,최혜민
없음,보통,비율 채워줌,직접호명,두 번,연기와화술,윤미경
많음,많음,비율 채워줌,직접호명,한 번,체험뮤지컬,정경희
많음,많음,비율 채워줌,직접호명,없음,드라마속인생경험,이혜경
보통,보통,학점느님,직접호명,한 번,문화예술교육의이해,서희영
없음,없음,학점느님,직접호명,두 번,사회봉사I,박지혜
보통,보통,비율 채워줌,직접호명,한 번,시민사회와NGO,조정원
없음,없음,학점느님,직접호명,없음,인생설계와진로,문창로
보통,없음,학점느님,직접호명,없음,인생설계와진로,김재홍
없음,보통,학점느님,직접호명,없음,인생설계와진로,정현희
보통,보통,학점느님,직접호명,없음,인생설계와진로,박규순
보통,많음,학점느님,직접호명,없음,인생설계와진로,박희정
많음,보통,매우 깐깐함,직접호명,없음,인생설계와진로,성문희
없음,보통,학점느님,직접호명,없음,인생설계와진로,김경애
많음,보통,학점느님,직접호명,없음,인생설계와진로,김승렬
보통,보통,학점느님,직접호명,없음,인생설계와진로,전미옥
많음,보통,학점느님,직접호명,없음,인생설계와진로,서장후
많음,많음,학점느님,직접호명,두 번,인생설계와진로,최혜정
보통,보통,비율 채워줌,직접호명,없음,인생설계와진로,정경훈
보통,보통,학점느님,직접호명,한 번,인생설계와진로(공학인증),김용석
보통,없음,학점느님,지정좌석,없음,기업가정신특강,김도현
보통,없음,학점느님,지정좌석,없음,융합특강,이자원
없음,없음,비율 채워줌,직접호명,두 번,교육학개론,김현진
많음,많음,학점느님,직접호명,두 번,학교폭력예방의이론과실제,정진선
보통,보통,비율 채워줌,직접호명,두 번,영어작문(2),김소연
보통,없음,비율 채워줌,직접호명,두 번,영어작문(3),지니김
많음,없음,비율 채워줌,직접호명,두 번,고급영어독해,백순도
보통,없음,비율 채워줌,직접호명,두 번,영국고전드라마,방승희
없음,보통,비율 채워줌,직접호명,네 번 이상,영어회화(4),지니김
없음,보통,비율 채워줌,직접호명,네 번 이상,영어작문(4),피터리
보통,없음,비율 채워줌,직접호명,두 번,영한통역연습,김송희
보통,보통,학점느님,직접호명,없음,한영전문번역(캡스톤디자인),김송희
보통,없음,매우 깐깐함,직접호명,두 번,중국어작문(2),조은숙
보통,없음,학점느님,직접호명,두 번,고급중국어회화(2),김수현
없음,없음,비율 채워줌,직접호명,두 번,중국고전선강,조휘만
보통,보통,매우 깐깐함,직접호명,두 번,한국근세사(1)(조선전기사),김보정
보통,보통,비율 채워줌,직접호명,두 번,동아시아고대사·중세사,문명기
없음,없음,F 폭격기,직접호명,네 번 이상,서양근대사,조용욱
보통,없음,비율 채워줌,직접호명,두 번,한국근현대사특강,소현숙
없음,없음,학점느님,직접호명,한 번,남북한교육환경론,윤보영
보통,없음,매우 깐깐함,전자출결,두 번,정책학개론,홍성걸
보통,많음,학점느님,전자출결,없음,팀워크실습II,하현상
많음,보통,비율 채워줌,직접호명,네 번 이상,행정과경제,김병준
없음,없음,학점느님,직접호명,한 번,재무행정론,고성일
보통,보통,비율 채워줌,직접호명,두 번,재무행정론,김복태
없음,없음,비율 채워줌,직접호명,두 번,지방행정론,김병준
보통,없음,매우 깐깐함,직접호명,한 번,인사행정론,김승녕
없음,없음,매우 깐깐함,직접호명,두 번,자원배분론,고성일
보통,많음,학점느님,직접호명,없음,정책학세미나II,박현희
보통,보통,학점느님,직접호명,없음,정치현장연습,김경래
없음,보통,학점느님,반영안함,없음,사제동행세미나,김경래
보통,보통,비율 채워줌,혼용,없음,근대정치사상,김태진
보통,보통,비율 채워줌,직접호명,한 번,의회와정당,허인혜
없음,보통,비율 채워줌,혼용,두 번,기초사회통계,노정호
보통,많음,매우 깐깐함,직접호명,두 번,기초사회통계,구본상
보통,없음,매우 깐깐함,직접호명,두 번,국제기구론,배병인
없음,없음,비율 채워줌,직접호명,두 번,정치경제론,노정호
보통,보통,비율 채워줌,직접호명,두 번,국제안보협력,장기영
보통,없음,비율 채워줌,직접호명,두 번,복지정치론,노정호
없음,없음,비율 채워줌,직접호명,두 번,사회학역사와고전이론,김환석
많음,보통,학점느님,직접호명,두 번,사회학특강,김주환
보통,없음,학점느님,직접호명,두 번,산업과노동,이연희
많음,많음,학점느님,직접호명,두 번,사회조사분석실습(캡스톤디자인),신창운
보통,보통,학점느님,직접호명,두 번,사회학의직업세계,윤민재
보통,보통,비율 채워줌,직접호명,두 번,미디어엔터테인먼트,홍주현
없음,없음,비율 채워줌,직접호명,두 번,뉴스문장실습,한기봉
없음,많음,비율 채워줌,직접호명,두 번,매스미디어이론,김지윤
많음,많음,비율 채워줌,직접호명,한 번,전략커뮤니케이션1,최윤슬
보통,많음,비율 채워줌,직접호명,한 번,마케팅커뮤니케이션실무,정예림
보통,없음,비율 채워줌,직접호명,두 번,영어로읽는일본Ⅰ,김석연
많음,없음,비율 채워줌,직접호명,두 번,일본외교와국제관계,이원덕
많음,없음,비율 채워줌,직접호명,한 번,현대일본사회론,박선영
보통,없음,매우 깐깐함,직접호명,두 번,일본비즈니스커뮤니케이션IV,김현욱
보통,없음,매우 깐깐함,직접호명,두 번,국제정치와중국,김영진
보통,없음,매우 깐깐함,직접호명,두 번,중국현대사,최은진
없음,없음,비율 채워줌,직접호명,두 번,중국과한반도의관계,서상민
많음,없음,매우 깐깐함,직접호명,두 번,헌법I,박정원
없음,없음,비율 채워줌,직접호명,한 번,형법총칙,백창원
없음,많음,학점느님,반영안함,없음,사제동행세미나,정철
보통,없음,F 폭격기,직접호명,없음,사제동행세미나,김성배
없음,없음,비율 채워줌,직접호명,두 번,물권법,김동훈
많음,없음,비율 채워줌,직접호명,두 번,일반사회교재연구및지도법,임종헌
보통,없음,비율 채워줌,지정좌석,한 번,회사법I,남유선
없음,없음,비율 채워줌,직접호명,두 번,경제수학,김주섭
없음,없음,비율 채워줌,직접호명,두 번,거시경제학,전형철
보통,없음,비율 채워줌,직접호명,두 번,미시경제학,소병희
보통,없음,비율 채워줌,직접호명,두 번,공공부문의경제학,정인수
없음,없음,학점느님,직접호명,두 번,기술혁신과기업경쟁력,연제호
없음,없음,비율 채워줌,반영안함,두 번,경제학원론1,김재준
보통,없음,매우 깐깐함,직접호명,두 번,경제학원론2,이한근
없음,보통,매우 깐깐함,직접호명,두 번,국제물류와무역,이상춘
보통,없음,비율 채워줌,직접호명,두 번,통상협상론,김윤선
없음,없음,비율 채워줌,직접호명,두 번,금융시장과금융기관,손규현
보통,없음,비율 채워줌,직접호명,두 번,고체의구조와결함,김용석
보통,없음,F 폭격기,직접호명,두 번,재료역학,이재봉
보통,없음,비율 채워줌,직접호명,두 번,열역학,정우광
보통,없음,비율 채워줌,직접호명,두 번,상평형및미세구조,남원종
없음,없음,비율 채워줌,직접호명,두 번,금속정제프로세스공학및설계,정우광
보통,없음,비율 채워줌,직접호명,두 번,정역학,이동헌
많음,많음,비율 채워줌,직접호명,두 번,기계시스템설계입문I,원종진
많음,많음,비율 채워줌,직접호명,두 번,기계시스템설계입문I,김철
없음,많음,매우 깐깐함,반영안함,두 번,휴먼테크놀로지입문,김태우
보통,없음,학점느님,직접호명,두 번,기계재료학,이동헌
보통,없음,매우 깐깐함,직접호명,두 번,응용수학II,황승식
없음,없음,학점느님,직접호명,두 번,수치해석,김승권
보통,보통,학점느님,직접호명,두 번,수치해석,최종균
보통,없음,비율 채워줌,직접호명,두 번,동역학,박영걸
보통,없음,학점느님,직접호명,두 번,기계부품설계,김태호
없음,없음,비율 채워줌,직접호명,두 번,기계부품설계,남구현
없음,없음,학점느님,직접호명,없음,사제동행세미나,이기성
보통,보통,학점느님,직접호명,두 번,학부생연구프로그램,임시형
보통,없음,비율 채워줌,직접호명,두 번,전산응용,정승환
보통,보통,비율 채워줌,반영안함,두 번,교량설계,배두병
보통,없음,비율 채워줌,직접호명,두 번,응용구조역학,홍기증
보통,없음,비율 채워줌,직접호명,없음,건설시스템종합설계II,조남준
없음,없음,매우 깐깐함,직접호명,두 번,공학수학 I,이경복
보통,많음,비율 채워줌,직접호명,없음,공학설계입문,김중희
많음,많음,매우 깐깐함,반영안함,두 번,디지털제어,이운성
보통,보통,매우 깐깐함,직접호명,없음,자동차융합실험II,이운성
없음,없음,매우 깐깐함,직접호명,없음,디자인스케치,정석영
보통,없음,매우 깐깐함,직접호명,없음,3D Digital Modeling,허도석
보통,없음,학점느님,직접호명,없음,미디어디자인I,김양수
보통,보통,매우 깐깐함,직접호명,없음,기초도자공예II,이상용
보통,없음,학점느님,직접호명,두 번,염색I,정하정
보통,없음,비율 채워줌,직접호명,한 번,드로잉II,임수와
없음,없음,비율 채워줌,직접호명,두 번,공간디자인개론II,이정민
많음,없음,비율 채워줌,직접호명,두 번,기초디자인,홍성민
많음,많음,비율 채워줌,직접호명,없음,졸업작품연구Ⅰ,박제성
보통,없음,비율 채워줌,직접호명,없음,스토리텔링연구 Ⅱ,전승규
많음,많음,비율 채워줌,직접호명,한 번,일반화학실험,박규순
보통,없음,학점느님,직접호명,두 번,일반화학,이건직
보통,없음,비율 채워줌,직접호명,두 번,산림문화사,전영우
많음,없음,비율 채워줌,직접호명,두 번,수목생리학,김미숙
없음,없음,F 폭격기,직접호명,한 번,GIS,김천
없음,없음,비율 채워줌,직접호명,한 번,사회생태임업,김천
보통,보통,학점느님,직접호명,한 번,일반물리실험,임정태
보통,없음,비율 채워줌,직접호명,두 번,일반물리학,고태준
보통,없음,학점느님,지정좌석,두 번,전자공학실험II,장지훈
보통,없음,비율 채워줌,직접호명,두 번,전자기학I,노희소
보통,없음,비율 채워줌,직접호명,두 번,열및통계물리,조영석
보통,보통,학점느님,직접호명,한 번,일반물리실험,황종승
보통,없음,비율 채워줌,직접호명,두 번,일반물리학,강지훈
보통,없음,비율 채워줌,지정좌석,두 번,무기화학I,윤성호
보통,없음,비율 채워줌,직접호명,두 번,물리화학II,임상규
없음,없음,매우 깐깐함,직접호명,두 번,분자세포생물학,유연규
보통,없음,학점느님,직접호명,두 번,나노화학II,임상규
없음,없음,매우 깐깐함,직접호명,네 번 이상,인체생리학,고광웅
많음,많음,매우 깐깐함,직접호명,두 번,식사요법및실습,이정숙
보통,보통,비율 채워줌,직접호명,두 번,헬스케어산업및창업,박희정
없음,없음,학점느님,직접호명,두 번,식품위생관계법규,박희정
없음,없음,학점느님,반영안함,두 번,이공계일반수학,이옥연
보통,없음,비율 채워줌,직접호명,두 번,미분방정식,김광중
많음,없음,매우 깐깐함,직접호명,두 번,수리통계학,김용무
보통,없음,학점느님,직접호명,두 번,보험수학,진현우
보통,없음,학점느님,직접호명,두 번,암호수학,김종성
보통,없음,비율 채워줌,직접호명,한 번,일반물리실험,최홍
없음,없음,비율 채워줌,직접호명,두 번,면역학,류현정
없음,없음,학점느님,직접호명,한 번,클래스피아노II,김강
많음,없음,비율 채워줌,직접호명,한 번,대위법II,김수호
보통,보통,비율 채워줌,직접호명,두 번,시창청음II,신나라
보통,없음,비율 채워줌,직접호명,없음,미디어리터러시,이윤준
보통,보통,비율 채워줌,직접호명,없음,기초드로잉II,전인아
보통,없음,학점느님,직접호명,없음,드로잉II,이준형
많음,없음,비율 채워줌,직접호명,없음,회화IV,권기동
많음,많음,비율 채워줌,직접호명,한 번,한국건축사,서효원
없음,없음,비율 채워줌,직접호명,두 번,CAAD II,최봄이
많음,없음,학점느님,직접호명,네 번 이상,국문학사,심우장
보통,보통,비율 채워줌,직접호명,두 번,글로벌한국어이해,이수연
보통,많음,매우 깐깐함,직접호명,두 번,외국어습득론,박현아
보통,보통,학점느님,직접호명,두 번,에너지기계설계입문I,김태호
없음,없음,비율 채워줌,직접호명,두 번,논리회로,김대정
보통,없음,비율 채워줌,직접호명,네 번 이상,전산학실습(공학인증),강동욱
보통,많음,비율 채워줌,직접호명,없음,창업연계공학설계입문,이승민
보통,많음,매우 깐깐함,직접호명,두 번,창업연계공학설계입문,정경훈
보통,많음,매우 깐깐함,직접호명,한 번,창업연계공학설계입문,정용재
보통,보통,학점느님,직접호명,없음,사제동행세미나,장영민
보통,없음,매우 깐깐함,직접호명,한 번,기초전자회로실험II,장영민
많음,많음,매우 깐깐함,직접호명,한 번,기초전자회로실험II,정경훈
보통,없음,비율 채워줌,직접호명,두 번,회로이론II,노정욱
보통,많음,비율 채워줌,직접호명,없음,창업연계공학설계입문,최진우
많음,보통,비율 채워줌,직접호명,두 번,소프트웨어프로젝트Ⅱ,최동완
보통,없음,학점느님,직접호명,없음,사제동행세미나,한재일
보통,보통,비율 채워줌,직접호명,두 번,인공지능,우종우
보통,많음,매우 깐깐함,직접호명,세 번,SW기술영어Ⅱ,강아린
보통,없음,비율 채워줌,직접호명,두 번,경제학개론,이경곤
보통,없음,비율 채워줌,직접호명,두 번,비즈니스소프트웨어실무,박대윤
보통,보통,비율 채워줌,직접호명,두 번,조직과인간,임미희
없음,없음,비율 채워줌,직접호명,두 번,재무회계,임상균
보통,보통,매우 깐깐함,직접호명,두 번,ERP개론,김유비
없음,없음,비율 채워줌,직접호명,네 번 이상,통계자료처리론,손희주
보통,없음,비율 채워줌,직접호명,두 번,통계자료처리론,최정묵
많음,많음,비율 채워줌,직접호명,두 번,소비자행동론,조영주
보통,보통,학점느님,직접호명,두 번,마케팅,이은영
보통,없음,학점느님,직접호명,두 번,경영정보학원론,권순범
많음,많음,학점느님,직접호명,두 번,경영분석,신동휴
보통,없음,비율 채워줌,직접호명,두 번,선물옵션,이상기
없음,없음,매우 깐깐함,직접호명,두 번,유통경영,이수동
보통,보통,비율 채워줌,직접호명,두 번,한국역사의이해,황선익
보통,없음,비율 채워줌,직접호명,두 번,한국역사의이해,최희준
보통,보통,비율 채워줌,직접호명,두 번,시민정신과사회봉사,박혜정
보통,보통,비율 채워줌,직접호명,두 번,미술의이해,배지오
보통,없음,학점느님,직접호명,없음,미술의이해,김민경
보통,많음,비율 채워줌,직접호명,한 번,미술의이해,장수민
많음,없음,학점느님,직접호명,한 번,디자인의이해,조현신
없음,보통,비율 채워줌,직접호명,한 번,공연예술읽기(연극),박주희
보통,보통,학점느님,직접호명,한 번,공연예술읽기(연극),강민재
보통,보통,비율 채워줌,직접호명,없음,공연예술읽기(무용),제환정
보통,없음,비율 채워줌,직접호명,한 번,공연예술읽기(연극),정자영
보통,보통,학점느님,직접호명,없음,소통과토론,최현민
보통,없음,비율 채워줌,지정좌석,두 번,시민사회와경제,장덕주
없음,없음,학점느님,직접호명,두 번,시민사회와경제,김경철
보통,없음,비율 채워줌,직접호명,두 번,개인과사회,김성윤
보통,없음,학점느님,직접호명,두 번,시민사회와법,신홍균
보통,보통,학점느님,직접호명,두 번,리더십챌린지,김혜경
보통,보통,학점느님,직접호명,한 번,현대동아시아의이해,조정원
보통,없음,비율 채워줌,직접호명,두 번,세계문학의이해,노동욱
없음,없음,비율 채워줌,직접호명,두 번,세계역사의이해,이시연
보통,없음,매우 깐깐함,직접호명,두 번,생명의이해,박희정
없음,없음,비율 채워줌,직접호명,두 번,지구생태계와인간,고동욱
보통,많음,매우 깐깐함,직접호명,한 번,생활속의스포츠,주성택
없음,없음,비율 채워줌,직접호명,두 번,독일어I,권상희
없음,많음,비율 채워줌,전자출결,두 번,영상을통한영어,유도형
없음,보통,비율 채워줌,전자출결,두 번,영화듣기,김혜정
보통,보통,학점느님,전자출결,두 번,문화인류학의이해,홍서연
없음,없음,비율 채워줌,직접호명,한 번,정보기술과미래기업,김기은
보통,보통,비율 채워줌,직접호명,한 번,정보기술과미래기업,김형신
없음,없음,학점느님,직접호명,두 번,미래사회의이해,조성택
보통,없음,학점느님,지정좌석,없음,채용시장의이해,김인준
보통,없음,비율 채워줌,직접호명,한 번,국제관계의이해와통일,정문헌
없음,없음,비율 채워줌,직접호명,두 번,국가경영과공공정책,김병준
없음,보통,학점느님,직접호명,한 번,자동차기술,이훈
보통,없음,학점느님,직접호명,두 번,생활속의미생물,박희정
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학,김광중
보통,없음,학점느님,직접호명,두 번,공학기초수학,이경화
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),강우석
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),이민정
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),염동철
보통,없음,매우 깐깐함,직접호명,두 번,공학기초수학(공학인증),구은호
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),전상우
보통,없음,비율 채워줌,직접호명,두 번,공학기초수학(공학인증),최현옥
없음,없음,학점느님,직접호명,두 번,초급농구,송태균
많음,없음,매우 깐깐함,직접호명,없음,공연줍기,제환정
많음,없음,비율 채워줌,직접호명,없음,3D프린팅창의메이커스,박지훈
보통,없음,비율 채워줌,직접호명,두 번,탁구,김홍인
보통,보통,학점느님,직접호명,없음,직업(창업)기초와직무역량,김인준
없음,없음,비율 채워줌,반영안함,없음,사회봉사I,이수진
보통,보통,학점느님,직접호명,없음,인생설계와진로,심우장
많음,보통,학점느님,직접호명,없음,인생설계와진로,김병준
보통,보통,학점느님,직접호명,없음,인생설계와진로,이은호
많음,없음,학점느님,직접호명,없음,인생설계와진로,김동명
보통,없음,학점느님,직접호명,없음,인생설계와진로,김경래
많음,많음,학점느님,직접호명,없음,인생설계와진로,김영숙
보통,없음,학점느님,직접호명,두 번,인생설계와진로,정경
보통,보통,학점느님,직접호명,없음,인생설계와진로,이용주
많음,많음,비율 채워줌,직접호명,없음,인생설계와진로,이동희
보통,보통,학점느님,직접호명,없음,인생설계와진로(공학인증),김철
보통,보통,매우 깐깐함,직접호명,두 번,정치와예술,조현수
보통,없음,학점느님,직접호명,없음,글로벌이니셔티브프로그램,김인준
없음,없음,학점느님,직접호명,세 번,e-Test,김인준
보통,없음,비율 채워줌,직접호명,한 번,한자능력검정,김인준
보통,보통,학점느님,직접호명,없음,여대생커리어와리더십,김인준
없음,보통,학점느님,직접호명,없음,기업가정신과직무역량,김인준
보통,없음,학점느님,지정좌석,없음,융합특강,이석환
보통,보통,비율 채워줌,직접호명,두 번,교육학개론,정혜진
보통,보통,학점느님,직접호명,두 번,학교폭력예방의이론과실제,윤석주
보통,없음,비율 채워줌,직접호명,두 번,국어사,김주필
없음,보통,비율 채워줌,직접호명,두 번,심리언어학의이해,양인영
보통,없음,비율 채워줌,직접호명,두 번,Business Communication(1),피터리
보통,없음,비율 채워줌,직접호명,두 번,시사중국어,이설화
보통,없음,비율 채워줌,직접호명,두 번,한국근대사,김용달
보통,보통,비율 채워줌,직접호명,한 번,조선전기사특강,이민우
보통,없음,비율 채워줌,직접호명,두 번,한국독립운동사,김용달
없음,없음,F 폭격기,직접호명,네 번 이상,서양사특강,조용욱
보통,없음,비율 채워줌,혼용,한 번,노인교육론,박인주
보통,없음,비율 채워줌,직접호명,두 번,행정학개론,김병준
보통,없음,비율 채워줌,직접호명,두 번,기초통계,윤옥수
보통,없음,비율 채워줌,직접호명,두 번,기초통계,박충훈
보통,보통,학점느님,직접호명,없음,팀워크실습I,박현희
없음,없음,학점느님,직접호명,없음,사제동행세미나,목진휴
보통,없음,비율 채워줌,직접호명,두 번,조직론,윤정우
보통,보통,비율 채워줌,직접호명,두 번,조직론,김윤곤
보통,보통,매우 깐깐함,직접호명,두 번,행정의사결정론,김윤곤
없음,보통,비율 채워줌,직접호명,한 번,과학기술과행정,고성일
보통,보통,매우 깐깐함,직접호명,두 번,정책분석평가론,안미영
보통,보통,학점느님,직접호명,두 번,규제정책론,박현희
보통,없음,학점느님,직접호명,두 번,사회정책론,김도영
보통,없음,비율 채워줌,직접호명,없음,정책학세미나I,목진휴
많음,없음,F 폭격기,직접호명,두 번,정보정책론,홍성걸
보통,없음,비율 채워줌,직접호명,두 번,정치학개론,배병인
없음,없음,비율 채워줌,직접호명,두 번,한국정치론,허인혜
많음,없음,비율 채워줌,직접호명,두 번,선거와여론,박지영
없음,없음,비율 채워줌,직접호명,없음,정치학연구방법론,안현상
보통,없음,학점느님,혼용,없음,정치현장답사,조중빈
없음,보통,비율 채워줌,직접호명,두 번,사회학개론,채오병
많음,많음,매우 깐깐함,직접호명,두 번,사회학개론,류지아
없음,보통,매우 깐깐함,직접호명,두 번,사회변동과사회운동,김보명
많음,없음,매우 깐깐함,직접호명,두 번,사회조사방법론,박종일
없음,없음,비율 채워줌,직접호명,두 번,현대사회학이론,문상석
보통,많음,매우 깐깐함,직접호명,두 번,사회복지와삶의질,공선희
보통,없음,비율 채워줌,직접호명,두 번,스포츠와여가,임동진
