과제,조모임,학점 비율,출결,시험 횟수,name,prof
많음,없음,비율 채워줌,직접호명,없음,Visual Communication 2,김성택
없음,없음,F 폭격기,직접호명,네 번 이상,미기상학및실습,김천
보통,없음,비율 채워줌,직접호명,두 번,통계학,신만용
보통,없음,비율 채워줌,혼용,두 번,수목생리학,임주훈
없음,없음,학점느님,직접호명,한 번,GIS,홍민기
없음,없음,학점느님,직접호명,두 번,기초산림분자생물학,홍용표
보통,없음,비율 채워줌,직접호명,두 번,산림시스템공학,김기원
없음,없음,비율 채워줌,직접호명,한 번,사회생태임업,홍민기
없음,없음,비율 채워줌,직접호명,두 번,단위조작,이진희
많음,보통,비율 채워줌,혼용,없음,바이오매스자원론,류재윤
보통,없음,비율 채워줌,직접호명,두 번,산림생명자원개발이론및실습2,남성현
보통,없음,비율 채워줌,직접호명,두 번,바이오에너지,김영숙
없음,많음,비율 채워줌,직접호명,두 번,일반물리연습,고태준
없음,없음,학점느님,직접호명,두 번,응용미적분학,이혁재
없음,없음,비율 채워줌,직접호명,두 번,역학II,이혁재
보통,없음,학점느님,반영안함,두 번,현대물리학,강지훈
없음,보통,비율 채워줌,직접호명,두 번,응용물리,심인보
많음,많음,비율 채워줌,직접호명,없음,물성실험II,고태준
없음,없음,매우 깐깐함,직접호명,두 번,기초분자생물학,정상택
없음,없음,학점느님,직접호명,없음,사제동행세미나,정용주
없음,없음,비율 채워줌,직접호명,두 번,기초생화학,정용주
없음,없음,비율 채워줌,전자출결,두 번,기기분석,전주원
보통,보통,학점느님,직접호명,두 번,생화학및분자생물학실험,정상택
보통,보통,비율 채워줌,직접호명,두 번,지역사회영양학,정상진
보통,없음,비율 채워줌,직접호명,두 번,암호학개론,김종성
보통,없음,학점느님,직접호명,두 번,현대기하학(2)및연습,전재복
없음,없음,비율 채워줌,직접호명,두 번,생물학II,이영석
보통,없음,비율 채워줌,직접호명,두 번,바이오유기화학,이영석
보통,보통,비율 채워줌,직접호명,없음,사제동행세미나,박용철
없음,없음,학점느님,직접호명,두 번,바이오분석화학,이도엽
없음,없음,비율 채워줌,직접호명,두 번,생물정보학,이도엽
없음,없음,학점느님,직접호명,두 번,생리학,이영석
보통,없음,F 폭격기,직접호명,두 번,일반물리II,이경미
없음,없음,비율 채워줌,직접호명,두 번,일반물리II,오형택
많음,없음,F 폭격기,전자출결,두 번,일반물리II(공학인증),심인보
보통,보통,학점느님,직접호명,한 번,일반물리실험II(공학인증),오형택
많음,많음,매우 깐깐함,직접호명,없음,일반물리실험II(공학인증),마경주
보통,보통,비율 채워줌,직접호명,한 번,일반물리실험II(공학인증),김진배
많음,없음,학점느님,직접호명,한 번,일반물리실험II,마경주
보통,없음,비율 채워줌,직접호명,두 번,일반화학II(공학인증),이건직
보통,없음,비율 채워줌,직접호명,두 번,일반화학II(공학인증),박명순
보통,없음,비율 채워줌,직접호명,두 번,일반화학II(공학인증),임재희
보통,보통,비율 채워줌,직접호명,한 번,일반화학실험II(공학인증),이건직
보통,없음,비율 채워줌,직접호명,한 번,일반화학실험II(공학인증),박명순
보통,없음,비율 채워줌,직접호명,두 번,일반화학실험II(공학인증),전주원
보통,없음,비율 채워줌,직접호명,두 번,무기화학,윤성호
보통,없음,매우 깐깐함,직접호명,두 번,서양예술문화사,장춘희
없음,없음,학점느님,지정좌석,두 번,이태리어딕션II,김미주
보통,없음,비율 채워줌,직접호명,한 번,영어딕션II,노대산
없음,없음,학점느님,직접호명,두 번,시창청음II,홍청의
보통,없음,학점느님,직접호명,없음,예술가를위한웹디자인,전윤조
많음,많음,비율 채워줌,직접호명,없음,"제작실습(분장,의상)",구근회
보통,보통,학점느님,직접호명,없음,Community Theater II,이은진
보통,보통,비율 채워줌,직접호명,두 번,스포츠심리학,김지연
없음,보통,학점느님,직접호명,없음,스포츠윤리,박성주
없음,보통,비율 채워줌,직접호명,두 번,스포츠와사회문화,구희영
보통,보통,비율 채워줌,직접호명,두 번,스포츠산업영어,정수봉
없음,없음,비율 채워줌,직접호명,없음,캠핑,김미향
보통,보통,비율 채워줌,직접호명,두 번,스포츠케어프로그램기획및운영,용재명
보통,없음,비율 채워줌,직접호명,두 번,경영통계,임희주
보통,없음,비율 채워줌,직접호명,세 번,회계학원론,임승연
없음,없음,학점느님,전자출결,두 번,재무회계,박경재
많음,보통,비율 채워줌,반영안함,두 번,통계자료처리론,김은홍
보통,많음,비율 채워줌,직접호명,두 번,통계자료처리론,이진실
보통,없음,비율 채워줌,직접호명,두 번,생산운영관리,유정석
없음,없음,학점느님,직접호명,두 번,중급회계,임상균
보통,없음,학점느님,직접호명,두 번,경영분석,김인수
보통,보통,비율 채워줌,직접호명,두 번,유통경영,정재권
보통,없음,학점느님,직접호명,두 번,국제경영,임동진
보통,없음,비율 채워줌,직접호명,두 번,SCM과로지스틱스,박호신
많음,보통,비율 채워줌,직접호명,두 번,탐색적데이터분석,정여진
없음,많음,비율 채워줌,직접호명,한 번,회귀분석,정민섭
많음,없음,비율 채워줌,직접호명,두 번,분석프로그래밍II,조윤호
없음,없음,학점느님,직접호명,두 번,고급통계실무,정여진
보통,많음,비율 채워줌,직접호명,한 번,프로그래밍II,김광섭
보통,많음,비율 채워줌,직접호명,두 번,IT보안,박도형
보통,보통,매우 깐깐함,직접호명,한 번,IT컨설팅,김승렬
많음,많음,매우 깐깐함,직접호명,두 번,IT컨설팅,이대환
보통,없음,매우 깐깐함,직접호명,두 번,경영혁신과정보기술,한재형
보통,없음,비율 채워줌,직접호명,두 번,비즈니스프로세스관리론,정은주
많음,없음,학점느님,직접호명,두 번,증권트레이딩시스템,최흥식
없음,없음,비율 채워줌,직접호명,두 번,차세대웹,김종철
없음,없음,비율 채워줌,직접호명,두 번,Business Software Practice,변정현
보통,없음,비율 채워줌,직접호명,한 번,Investment,이동엽
많음,많음,비율 채워줌,직접호명,두 번,Entrepreneurship  Venture Business,김홍식
보통,없음,매우 깐깐함,직접호명,두 번,현대경영과기업가정신,박재신
보통,보통,학점느님,직접호명,두 번,조직과인간,최성범
보통,보통,비율 채워줌,지정좌석,두 번,기업재무전략,정무권
없음,없음,비율 채워줌,직접호명,두 번,증권경제론,윤정선
많음,없음,학점느님,직접호명,한 번,회귀분석및시계열분석,이동엽
보통,없음,비율 채워줌,직접호명,없음,기업취업과경력개발,양민희
없음,없음,비율 채워줌,직접호명,두 번,법인과세무회계,황규영
없음,없음,학점느님,직접호명,두 번,중급회계입문,홍지윤
보통,보통,비율 채워줌,전자출결,두 번,경영정보학원론,최종섭
없음,없음,매우 깐깐함,직접호명,두 번,간접세회계,황규영
없음,없음,학점느님,직접호명,두 번,경영통계,이혜준
보통,보통,비율 채워줌,직접호명,두 번,현대경영과기업가정신,백기복
보통,없음,비율 채워줌,직접호명,두 번,중급회계,홍지윤
보통,없음,학점느님,직접호명,두 번,보험론,김동훈
없음,없음,비율 채워줌,직접호명,두 번,증권분석,전현우
보통,없음,비율 채워줌,직접호명,한 번,서비스경영,김영순
많음,보통,매우 깐깐함,직접호명,두 번,전략경영,박재신
보통,보통,학점느님,직접호명,두 번,SCM과로지스틱스,방성철
없음,없음,학점느님,직접호명,두 번,반도체공학II,김대환
보통,없음,학점느님,직접호명,두 번,전자회로실험II,채형일
보통,없음,비율 채워줌,직접호명,두 번,통신공학II,박영일
보통,없음,비율 채워줌,직접호명,두 번,통신공학II,장영민
보통,없음,매우 깐깐함,직접호명,두 번,자료구조및알고리즘,최선웅
보통,없음,비율 채워줌,반영안함,세 번,제어공학II,안현식
많음,보통,비율 채워줌,직접호명,두 번,제어공학II,정구민
보통,없음,비율 채워줌,직접호명,두 번,제어공학II,장혁준
없음,없음,비율 채워줌,반영안함,두 번,디지털신호처리,강동욱
보통,보통,학점느님,직접호명,두 번,공학설계,이승민
많음,없음,학점느님,직접호명,두 번,디지털집적회로,민경식
없음,없음,비율 채워줌,직접호명,두 번,RF회로,채형일
없음,많음,비율 채워줌,반영안함,없음,전자공학종합설계II,최선웅
보통,보통,학점느님,직접호명,한 번,다학제간캡스톤디자인II,정구민
보통,보통,비율 채워줌,직접호명,두 번,한국건축사,박일향
많음,없음,비율 채워줌,직접호명,없음,CAAD II,황승환
보통,없음,매우 깐깐함,직접호명,없음,CAAD II,김영환
보통,없음,비율 채워줌,직접호명,두 번,건축환경,서장후
보통,보통,매우 깐깐함,직접호명,없음,조경계획,김태경
없음,없음,매우 깐깐함,직접호명,두 번,도시계획I,이채성
많음,없음,비율 채워줌,직접호명,없음,건축시스템설계02:캡스톤디자인,오섬훈
보통,없음,매우 깐깐함,반영안함,두 번,자동차-SW-디자인융합의기초,구상
많음,많음,비율 채워줌,직접호명,한 번,공학설계입문,이상헌
보통,많음,매우 깐깐함,직접호명,없음,공학설계입문,김근행
보통,보통,비율 채워줌,직접호명,한 번,자동차기능실습,양지현
보통,없음,비율 채워줌,전자출결,두 번,확률및통계,양지현
보통,없음,비율 채워줌,전자출결,두 번,자료구조및알고리즘,이상헌
많음,보통,매우 깐깐함,직접호명,두 번,글쓰기,이내관
보통,보통,비율 채워줌,직접호명,한 번,글쓰기,신희경
보통,보통,학점느님,직접호명,한 번,글쓰기,최승희
보통,보통,비율 채워줌,직접호명,두 번,글쓰기(공학인증),김완종
보통,보통,비율 채워줌,직접호명,한 번,글쓰기(공학인증),장현
보통,보통,비율 채워줌,직접호명,없음,글쓰기(공학인증),이보람
보통,보통,학점느님,직접호명,한 번,글쓰기(공학인증),최승희
없음,보통,비율 채워줌,직접호명,두 번,English Reading I(ABEEK),김호정
보통,보통,학점느님,전자출결,두 번,English Reading I(ABEEK),권지영
보통,없음,학점느님,직접호명,두 번,English Conversation I,로버트스미스
보통,없음,학점느님,직접호명,두 번,English Conversation I,트레이 트리풀
없음,많음,매우 깐깐함,직접호명,네 번 이상,English Conversation II,안나 마일즈
보통,많음,비율 채워줌,직접호명,한 번,조직행태론,하정우
없음,없음,비율 채워줌,직접호명,두 번,PR과공공마케팅,김진동
많음,없음,비율 채워줌,전자출결,두 번,공학수학(공학인증),김지혜
보통,없음,학점느님,직접호명,두 번,공학수학(공학인증),염동철
많음,없음,매우 깐깐함,직접호명,두 번,디지털모델링,천혜영
많음,없음,비율 채워줌,직접호명,없음,디지털모델링,오승환
